iNote	iWine	Type	Vintage	Wine	Locale	Producer	Varietal	MasterVarietal	Country	Region	TastingDate	Defective	Rating	TastingNotes	CScore
1183328	738331	White	2008	Château Soucherie Anjou Blanc	France, Loire Valley, Anjou-Saumur, Anjou	Château Soucherie	Chenin Blanc	Chenin Blanc	France	Loire Valley	9/18/2009	False	82	N: some bitterness, some bitter wood. Hint of sauvignon blanc character. Just a hint of wood. Pear and light peach. Light straw. P: dry, med- body, tart malic acid, med+. Very tart good stuff, our style. CV - a good wine. For me... 82-3?	82
1183326	738328	White	2008	Mapuche Sauvignon Blanc	Chile, Central Valley	Mapuche	Sauvignon Blanc	Sauvignon Blanc	Chile	Central Valley	9/13/2009	False	65	Pale straw in the glass. Indistinct nose, vaguely sweet and bitter. Watery palate. Hint of malic acid, but low, low acidity. some bitterness.	67
1182431	406253	White - Sparkling	1001	J Vineyards & Winery Cuvée 20	USA, California, Sonoma County, Russian River Valley	J Vineyards & Winery	Champagne Blend	Champagne Blend	USA	California	9/16/2009	False	70	Ok doughey nose. Ok palate but needs acid. Some weird flavors.	88.3990825688073
1182429	720594	White	2007	Husic Vineyards Chardonnay	USA, California, Napa Valley, Stags Leap District	Husic Vineyards	Chardonnay	Chardonnay	USA	California	9/16/2009	False	0	OAK. 60 pts	89.8
1182428	694129	Red	2007	Melka Métisse Jumping Goat	USA, California, Napa Valley	Melka	Red Bordeaux Blend	Red Bordeaux Blend	USA	California	9/16/2009	False	0	Lots of flavor. Other notes lost. perhaps a bit oaky? 79 pts.	93.6875
1182427	559882	Red	2006	Parallel Cabernet Sauvignon Napa Valley	USA, California, Napa Valley	Parallel	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	9/16/2009	False	76	Green nose with some oak. Ok.	91.1746031746032
1182426	562701	White	2007	Pavi Pinot Grigio	USA, California, Napa Valley	Pavi	Pinot Grigio	Pinot Gris	USA	California	9/16/2009	False	60	Dirty nose. Didn't taste.	85
1182425	574917	Red	2005	Quixote Petite Sirah Quixote	USA, California, Napa Valley, Stags Leap District	Quixote	Petite Sirah	Petite Sirah	USA	California	9/16/2009	False	60	dirty nose (hint of huitlacoche). Oak bomb in the mouth.	89.3235294117647
1182423	572888	White	2007	Snowden Sauvignon Blanc	USA, California, Napa Valley	Snowden	Sauvignon Blanc	Sauvignon Blanc	USA	California	9/16/2009	True	0	Flawed nose. didn't taste.	76.5
1182421	361896	Red	2005	Louis Jadot Pinot Noir Bourgogne	France, Burgundy, Bourgogne	Louis Jadot	Pinot Noir	Pinot Noir	France	Burgundy	9/16/2009	False	68	Stemmy and green. med tannins(?!)	85
1182420	438762	Red	2005	St. Francis Red	USA, California, Sonoma County	St. Francis	Red Blend	Red Blend	USA	California	9/16/2009	False	78	A little oak. Other notes lost.	84.5428571428571
1182419	617263	Red	2006	Agricola Titignano Lago di Corbara Salviano Turlo	Italy, Umbria, Lago di Corbara	Agricola Titignano	SuperTuscan Blend	SuperTuscan Blend	Italy	Umbria	9/16/2009	False	70	green olive on the nose....? Not cabernet? Round.	79.5
1182418	404518	Red	2005	Tenuta di Nozzole Chianti Classico Riserva	Italy, Tuscany, Chianti, Chianti Classico DOCG	Tenuta di Nozzole	Sangiovese Blend	Sangiovese	Italy	Tuscany	9/16/2009	False	78	Reminded me a little of sangio on the aftertaste (memory from Martin Scott).	85.2307692307692
1182416	490184	Red	2003	Tenute Silvio Nardi Brunello di Montalcino	Italy, Tuscany, Montalcino, Brunello di Montalcino	Tenute Silvio Nardi	Sangiovese	Sangiovese	Italy	Tuscany	9/16/2009	True	0	oxidized	89.3333333333333
1182414	643771	Red	2005	Jordan Vineyard & Winery Cabernet Sauvignon Alexander Valley	USA, California, Sonoma County, Alexander Valley	Jordan Vineyard & Winery	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	9/16/2009	False	86	Wine of the tasting. The only wine that made me smile. Hints of salvadorean tamales on the nose. (hominy, with a tinge of olive). In the mouth, delicious, with integrated oak and good balance.	89.9137055837563
1182413	598042	White	2007	Jordan Vineyard & Winery Chardonnay Russian River Valley	USA, California, Sonoma County, Russian River Valley	Jordan Vineyard & Winery	Chardonnay	Chardonnay	USA	California	9/16/2009	False	70	Hint of moscato detergent fruit on the nose. Airy and acid deficient in the mouth. Light and fruity. Disappointing.	88
1182412	62401	Rosé - Sparkling	1001	Veuve Clicquot Ponsardin Champagne Brut Rosé	France, Champagne	Veuve Clicquot Ponsardin	Champagne Blend	Champagne Blend	France	Champagne	9/16/2009	False	78	Nice yeast on nose. some traces of apples. Not sure if this was vintage.	89.6678571428571
1182411	65892	White - Sparkling	1001	Ruinart Champagne Blanc de Blancs Brut	France, Champagne	Ruinart	Chardonnay	Chardonnay	France	Champagne	9/16/2009	False	78	Raw dough on the nose. decent. Palate: light and good acidity.	89.9171597633136
1182410	670250	Red	2007	Domaine Chandon Pinot Meunier	USA, California, Napa / Sonoma, Carneros	Domaine Chandon	Pinot Meunier	Pinot Meunier	USA	California	9/16/2009	False	50	Weird sour dough on the nose. Very off. Didn't taste. possible microbial contamination?	87.8
1182409	694940	Red	2006	Casa Lapostolle Syrah Cuvée Alexandre	Chile, Rapel Valley, Cachapoal Valley	Casa Lapostolle	Syrah	Syrah	Chile	Rapel Valley	9/16/2009	True	0	oxidized.	86.6666666666667
1182408	487742	Red	2004	Castello di Monsanto Nemo Mulino Toscana IGT	Italy, Tuscany, Toscana IGT	Castello di Monsanto	Cabernet Sauvignon	Cabernet Sauvignon	Italy	Tuscany	9/16/2009	False	60	All menthol and brett on the nose. In the mouth, just brett.	90
1182407	633760	White	2007	Newton Chardonnay	USA, California, North Coast, Napa / Sonoma	Newton	Chardonnay	Chardonnay	USA	California	9/16/2009	False	68	Watery, tart, not a chard. Light body.	86
1182406	553527	Red	2007	Terrazas de Los Andes Malbec	Argentina, Mendoza	Terrazas de Los Andes	Malbec	Malbec	Argentina	Mendoza	9/16/2009	False	70	Round, fleshy, a little poorly done oak. sugar-fied (some RS, maybe some acidification? but still "dishonestly sweet" to mimic fruit).	85.5192307692308
1182405	577189	Red	2006	Davis Bynum Pinot Noir	USA, California, Sonoma County, Russian River Valley	Davis Bynum	Pinot Noir	Pinot Noir	USA	California	9/16/2009	False	75	Ok. Other notes lost.	86.6315789473684
1182404	680664	Red	2007	Rodney Strong Pinot Noir Reserve	USA, California, Sonoma County, Russian River Valley	Rodney Strong	Pinot Noir	Pinot Noir	USA	California	9/16/2009	False	74	Ok. (other notes lost)	88.9444444444444
1182403	685770	Red	2007	Raptor Ridge Pinot Noir Reserve	USA, Oregon, Willamette Valley	Raptor Ridge	Pinot Noir	Pinot Noir	USA	Oregon	9/16/2009	False	65	too much oak, manifests as wood/sawdust rather than secondary oak flavors.	90
1182401	663755	Red	2007	Raptor Ridge Pinot Noir Shea Vineyard	USA, Oregon, Willamette Valley, Yamhill-Carlton	Raptor Ridge	Pinot Noir	Pinot Noir	USA	Oregon	9/16/2009	True	0	slightly oxidized. Both bottles. med+ body. med+ oak. good acid. 78? 80?	88.6153846153846
1182400	606010	Red	2007	Raptor Ridge Pinot Noir	USA, Oregon, Willamette Valley	Raptor Ridge	Pinot Noir	Pinot Noir	USA	Oregon	9/16/2009	False	73	Nose... indistinct. maybe good? P: good acidity, just touch oaky.	85.1578947368421
1182399	733792	White	2008	Raptor Ridge Pinot Gris	USA, Oregon, Willamette Valley	Raptor Ridge	Pinot Gris	Pinot Gris	USA	Oregon	9/16/2009	False	75	A little yeast on the nose... makes sense given slight re-fermentation. A bit frizzante with decent acid and med- bitterness. Slightly off-dry, but pleasant chilled.	87.5833333333333
1182396	706833	White	1001	Pro.mis.Q.ous	USA, California	Pro.mis.Q.ous	White Blend	White Blend	USA	California	9/16/2009	False	55	Off-nose. Watery, sweet.	80
1182394	696447	Red	1001	Pro.mis.Q.ous	USA, California	Pro.mis.Q.ous	Red Blend	Red Blend	USA	California	9/16/2009	False	60	sweet. bad.	82.5507246376812
1182392	704962	White	2008	Alice White Chardonnay	Australia, South Eastern	Alice White	Chardonnay	Chardonnay	Australia	South Eastern	9/16/2009	False	70	Out of a 500ml tetrapack. Not bad. Simple, watery, with some tart malic acid. Not recognizable chardonnay, but recognizable white wine. Too cold to guage whether there are minor flaws.	76.5
1182389	702761	Red	2006	Mount Veeder Winery Cabernet Sauvignon	USA, California, Napa Valley	Mount Veeder Winery	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	9/16/2009	False	65	Ok nose. In the palate, oak bomb.	87.9124087591241
1182383	520364	Red	2006	Baron Philippe de Rothschild Mouton Cadet	France, Bordeaux	Baron Philippe de Rothschild	Red Bordeaux Blend	Red Bordeaux Blend	France	Bordeaux	9/16/2009	True	0	Oxidized.	80.8727272727273
1182381	686203	White	2008	Franciscan Estate Sauvignon Blanc	USA, California, Napa Valley	Franciscan Estate	Sauvignon Blanc	Sauvignon Blanc	USA	California	9/16/2009	False	70	Bitter. not terrible.	85.5
1182379	1335592	Red	2006	Franciscan Estate Cabernet Sauvignon	USA, California, Napa Valley	Franciscan Estate	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	9/16/2009	False	75	Decent oak, tart juicy and simple.	87.7792207792208
1182376	693123	White	2008	Estancia Pinot Grigio	USA, California	Estancia	Pinot Grigio	Pinot Gris	USA	California	9/16/2009	False	65	Juicy cheap oak.	83.3571428571429
1182373	615014	Red	2007	Folie à Deux Merlot	USA, California, Napa Valley	Folie à Deux	Merlot	Merlot	USA	California	9/16/2009	False	55	Something is very off in this nose. Can't tell what.	86
1182370	536397	Red	2006	Folie à Deux Cabernet Sauvignon	USA, California, Napa Valley	Folie à Deux	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	9/16/2009	False	70	Green olive, hint of Brett. Upon re-tasting, all brett. decent palate though, not over-oaked. Unimpressive fruit.	86.1785714285714
1182354	726871	Red	2008	Tapena Tempranillo	Spain	Tapena	Tempranillo	Tempranillo	Spain	Spain	9/16/2009	False	74	A little sawdusty oak. A little fake juice.	84.3157894736842
1182353	808905	White	2007	Tapena Verdejo	Spain, Castilla-La Mancha, Vino de la Tierra de Castilla	Tapena	Verdejo	Verdejo	Spain	Castilla-La Mancha	9/16/2009	False	79	Chlorine on the nose. Watery in the mouth at first, but then strong, clean acid. Good.	84
1182351	737849	Red	2005	Vaza Rioja Crianza	Spain, La Rioja, Rioja	Vaza	Tempranillo	Tempranillo	Spain	La Rioja	9/16/2009	True	0	both the existing bottle and the next one opened had acetaldehyde. Flawed wine?	
1182350	737848	Red	2008	Freixenet Malbec Acordeon	Argentina	Freixenet	Malbec	Malbec	Argentina	Argentina	9/16/2009	False	68	Wrong kind of oak. Tight.	68
1182348	690771	White	2007	Gloria Ferrer Chardonnay	USA, California, Napa / Sonoma, Carneros	Gloria Ferrer	Chardonnay	Chardonnay	USA	California	9/16/2009	False	83	Nose: Good wood on the nose. P: a bit watery, but that nice bitter wood that I think people are looking for in chardonnay.	83.6111111111111
1182345	571032	Rosé - Sparkling	1001	Freixenet Cava Cordón Rosado Brut	Spain, Cava	Freixenet	Rosé Blend	Rosé Blend	Spain	Spain	9/16/2009	False	78	Decent yeast nose. Big crass bubbles.	82.9583333333333
1182344	683385	White - Sparkling	1001	Gloria Ferrer Va de Vi Ultra Cuvée	USA, California, Napa / Sonoma, Carneros	Gloria Ferrer	Champagne Blend	Champagne Blend	USA	California	9/16/2009	False	80	Some tropical fruit on the nose. decent acid and mousse.	88.4888888888889
1182343	684753	Red	2007	Sequana Vineyards Pinot Noir Sarmento Vineyard	USA, California, Central Coast, Santa Lucia Highlands	Sequana Vineyards	Pinot Noir	Pinot Noir	USA	California	9/16/2009	False	60	Oak.	89.546875
1182341	728284	White	2009	Peter Lehmann Layers	Australia, South Australia, Adelaide	Peter Lehmann	White Blend	White Blend	Australia	South Australia	9/16/2009	False	81	Aromatic, dry, decent acidity, med-full bodied with relatively high alcohol. One of the better wines in the show.	87.6086956521739
1182340	658175	Red	2006	Quintessa	USA, California, Napa Valley, Rutherford	Quintessa	Red Bordeaux Blend	Red Bordeaux Blend	USA	California	9/16/2009	False	70	Estate-bottles. Over-oaked, but with good balance. sawdust.	90.8583333333333
1182339	574328	Red	2006	Faust Cabernet Sauvignon	USA, California, Napa Valley	Faust	Cabernet Sauvignon	Cabernet Sauvignon	USA	California	9/16/2009	False	70	Tight nose. Strong bitter oak tannins on the palate. sawdusty oak.	89.2542372881356
1182337	637635	Red	2006	Veramonte Primus The Blend	Chile, Rapel Valley, Colchagua Valley	Veramonte	Red Blend	Red Blend	Chile	Rapel Valley	9/16/2009	False	65	Not a bad nose, but way over-oaked, in a bad way (sawdust). R0P9 apparently???	85.9107142857143
1182336	737839	Red	2004	Veramonte Pinot Noir	Chile, Casablanca Valley	Veramonte	Pinot Noir	Pinot Noir	Chile	Casablanca Valley	9/16/2009	True	0	Reduced. Apparently this was made by paul hobbes?	
1182333	614398	Red	2007	Veramonte Cabernet Sauvignon	Chile, Maipo Valley	Veramonte	Cabernet Sauvignon	Cabernet Sauvignon	Chile	Maipo Valley	9/16/2009	True	0	Reduced, with some olive tones.	83
1182332	377155	Red	2005	Michael-David Vineyards Petite Sirah Earthquake	USA, California, Central Valley, Lodi	Michael-David Vineyards	Petite Sirah	Petite Sirah	USA	California	9/16/2009	False	70	This is weird. Doesn't smell like wine. Smells like black liquorice. Soft in the mouth.... probably because it had been open for 4 hours.	87.8846153846154
1182331	547786	White	2007	Michael-David Vineyards Viognier Incognito	USA, California, Central Valley, Lodi	Michael-David Vineyards	Viognier	Viognier	USA	California	9/16/2009	False	75	Not bad. A little detergent fruit aromatics. Dry on the palate with oiliness and impression of sweetness. some marsanne/roussanne. Not good either.	87
1182330	635500	Red	2007	Michael-David Vineyards Zinfandel 7 Deadly Zins	USA, California, Central Valley, Lodi	Michael-David Vineyards	Zinfandel	Zinfandel	USA	California	9/16/2009	False	60	OAK.	86.1043165467626
1182329	695172	Red	2007	Michael-David Vineyards Petite Petit	USA, California, Central Valley, Lodi	Michael-David Vineyards	Red Blend	Red Blend	USA	California	9/16/2009	False	60	OAK.	87.9565217391304
1182326	599293	Red	2007	Cline Cellars Cashmere	USA, California	Cline Cellars	Red Rhone Blend	Red Rhone Blend	USA	California	9/16/2009	False	60	Some tomatoes on the palate. Fake fruit, juicy and simple.	87.9508196721311
1182325	605224	Red	2007	Cline Cellars Zinfandel Ancient Vines	USA, California	Cline Cellars	Zinfandel	Zinfandel	USA	California	9/16/2009	False	60	Murky fruit on the nose. Oaky, simple, and fake fruit on the palate.	86.0873786407767
1182323	560451	Red	2007	Cline Cellars Syrah Sonoma County	USA, California, Sonoma County	Cline Cellars	Syrah	Syrah	USA	California	9/16/2009	False	60	Cheap, fake, and juicy with a hint of pepper.	86
1180666	717013	White	2008	Hermann J. Wiemer HJW Frost Cuvée	USA, New York, Finger Lakes, Seneca Lake	Hermann J. Wiemer	White Blend	White Blend	USA	New York	9/14/2009	False	70	Nice simple tropical alsace nose. Not too distinct, but good. P: here's where it's not so nice. Sweet and slightly frizzante, with some bitterness. Med alcohol but low flavor and acid. Goes down easily when cold though. This is fruit juice with a pretty bouquet.	86
1180665	737091	Red	2005	Paul Durdilly Beaujolais Les Grandes Coasses	France, Burgundy, Beaujolais	Paul Durdilly	Gamay	Gamay	France	Burgundy	9/14/2009	False	83	Nose: Good earth layered with cherry and a hint of browned banana. Rich, light, and fruity. Palate was tart and juicy. Pleasant but not as polished as the Madone. Some nice banana in the mouth. (shared with MFC in the stadium).	84.5
1180663	624150	Red	2007	Domaine de la Madone Beaujolais Le Perréon	France, Burgundy, Beaujolais	Domaine de la Madone	Gamay	Gamay	France	Burgundy	9/14/2009	False	86	Balanced med-intensity nose of mellow rich strawberry jam, earth, and hints of tobacco. Upon re-tasting, a hint of carbonic maceration. Light+ body, good flavor and fruit in the midpalate, polished acid balance (malo?) polished med- tannins. 86. This is what I've been reading about - the new wave of Beaujolais producers making rhone-like wines. Despite the hint of carbonic maceration, this is a serious (and seriously good wine. In the store it's a hand-sell-only, though. Most people who look for Beaujolais aren't looking for this, and most people who look for this aren't looking in Beaujolais. R6P	86
